_id,trade_date.fecha,deal_number,counterparty.name,counterparty.rut.rut,counterparty.rut.dv,counterparty.other,portfolio,hedge_accounting,product,currency_pair,price,settlement_mechanism,other.regulatory_portfolio,legs[0].type_of_leg,legs[1].type_of_leg,legs[0].leg_number,legs[1].leg_number,legs[0].leg_generator.start_date.fecha,legs[1].leg_generator.start_date.fecha,legs[0].leg_generator.end_date.fecha,legs[1].leg_generator.end_date.fecha,legs[0].leg_generator.rp,legs[1].leg_generator.rp,legs[0].leg_generator.maturity.agnos,legs[1].leg_generator.maturity.agnos,legs[0].leg_generator.maturity.meses,legs[1].leg_generator.maturity.meses,legs[0].leg_generator.maturity.dias,legs[1].leg_generator.maturity.dias,legs[0].leg_generator.bus_adj_rule,legs[1].leg_generator.bus_adj_rule,legs[0].leg_generator.settlement_periodicity.agnos,legs[1].leg_generator.settlement_periodicity.agnos,legs[0].leg_generator.settlement_periodicity.meses,legs[1].leg_generator.settlement_periodicity.meses,legs[0].leg_generator.settlement_periodicity.dias,legs[1].leg_generator.settlement_periodicity.dias,legs[0].leg_generator.settlement_stub_period,legs[1].leg_generator.settlement_stub_period,legs[0].leg_generator.settlement_calendar,legs[1].leg_generator.settlement_calendar,legs[0].leg_generator.settlement_lag,legs[1].leg_generator.settlement_lag,legs[0].leg_generator.type_of_amortization,legs[1].leg_generator.type_of_amortization,legs[0].leg_generator.notional_or_custom.initial_notional,legs[1].leg_generator.notional_or_custom.initial_notional,legs[0].leg_generator.amort_is_cashflow,legs[1].leg_generator.amort_is_cashflow,legs[0].leg_generator.coupon_rate_value,legs[0].leg_generator.coupon_rate_type,legs[0].leg_generator.notional_currency,legs[1].leg_generator.notional_currency,legs[0].leg_generator.is_bond,legs[0].leg_generator.sett_lag_behaviour,legs[1].leg_generator.sett_lag_behaviour,legs[1].leg_generator.fix_adj_rule,legs[1].leg_generator.fixing_calendar,legs[1].leg_generator.overnight_index_name,legs[1].leg_generator.interest_rate,legs[1].leg_generator.eq_rate_decimal_places,legs[1].leg_generator.spread,legs[1].leg_generator.gearing,legs[1].leg_generator.dates_for_eq_rate
68da44e4f300ed236b9ddefb,2025-09-25,7559,SCOTIABANK CHILE,97018000,1,,BANCA NEGOCIACION,NO,SWAP_ICP,CLPCLP,,C,NEGOCIACION,FIXED_RATE,OVERNIGHT_INDEX,2,1,2025-09-29,2025-09-29,2027-09-29,2027-09-29,P,A,2,2,0,0,0,0,MOD_FOLLOW,MOD_FOLLOW,0,0,6,6,0,0,CORTO INICIO,CORTO INICIO,SCL,SCL,1,1,BULLET,BULLET,10000000000,10000000000,true,true,0.04545,LIN_ACT/360,CLP,CLP,false,DONT_MOVE,DONT_MOVE,FOLLOW,SCL,ICPCLP,LIN_ACT/360,4,0,1,ACCRUAL
